id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,is_transcript_available,transcript,duration_seconds,title_clean,transcript_clean,dup_type,fingerprint
,,,,,,,,,,,,,,,,,,,,,,,,,,,by_fingerprint,||
